zip_code,state_code,state_name,city,time_zone
N8H,ON,Ontario,Leamington,
N8M,ON,Ontario,Essex,
N8N,ON,Ontario,Tecumseh,
N8P,ON,Ontario,Windsor,
N8R,ON,Ontario,Windsor,
N8S,ON,Ontario,Windsor,
N8T,ON,Ontario,Windsor,
N8V,ON,Ontario,Tecumseh,
N8W,ON,Ontario,Windsor,
N8X,ON,Ontario,Windsor,
N8Y,ON,Ontario,Windsor,
N9A,ON,Ontario,Windsor,
N9B,ON,Ontario,Windsor,
N9C,ON,Ontario,Windsor,
N9E,ON,Ontario,Windsor,
N9G,ON,Ontario,Windsor,
N9H,ON,Ontario,La Salle,
N9J,ON,Ontario,La Salle,
N9K,ON,Ontario,Tecumseh Central,
N9V,ON,Ontario,Amherstburg,
N9Y,ON,Ontario,Kingsville,
P0A,ON,Ontario,Nipissing,
P0B,ON,Ontario,Nipissing,
P0C,ON,Ontario,Parry Sound,
P0E,ON,Ontario,Parry Sound,
P0G,ON,Ontario,Parry Sound,
P0H,ON,Ontario,Nipissing,
P0J,ON,Ontario,Timiskaming,
P0K,ON,Ontario,Timiskaming,
P0L,ON,Ontario,Cochrane Region,
P0M,ON,Ontario,Algoma, Sudbury District and Greater Sudbury,
P0N,ON,Ontario,Timmins Region,
P0P,ON,Ontario,Manitoulin,
P0S,ON,Ontario,Lake Superior,
P0T,ON,Ontario,Lake Superior,
P0V,ON,Ontario,Northwestern Ontario,
P0W,ON,Ontario,Rainy River Region,
P0X,ON,Ontario,Kenora Region,
P0Y,ON,Ontario,Lake of the Woods East Shore,
P1A,ON,Ontario,North Bay,
P1B,ON,Ontario,North Bay,
P1C,ON,Ontario,North Bay,
P1H,ON,Ontario,Huntsville,
P1L,ON,Ontario,Bracebridge,
P1P,ON,Ontario,Gravenhurst,
P2A,ON,Ontario,Parry Sound,
P2B,ON,Ontario,Sturgeon Falls,
P2N,ON,Ontario,Kirkland Lake,
P3A,ON,Ontario,Greater Sudbury,
P3B,ON,Ontario,Greater Sudbury,
P3C,ON,Ontario,Greater Sudbury,
P3E,ON,Ontario,Greater Sudbury,
P3G,ON,Ontario,Greater Sudbury,
P3L,ON,Ontario,Greater Sudbury,
P3N,ON,Ontario,Greater Sudbury,
P3P,ON,Ontario,Greater Sudbury,
P3Y,ON,Ontario,Greater Sudbury,
P4N,ON,Ontario,Timmins,
P4P,ON,Ontario,Timmins,
P4R,ON,Ontario,Timmins,
P5A,ON,Ontario,Elliot Lake,
P5E,ON,Ontario,Espanola,
P5N,ON,Ontario,Kapuskasing,
P6A,ON,Ontario,Sault Ste.,
P6B,ON,Ontario,Sault Ste.,
P6C,ON,Ontario,Sault Ste.,
P7A,ON,Ontario,Thunder Bay,
P7B,ON,Ontario,Thunder Bay,
P7C,ON,Ontario,Thunder Bay,
P7E,ON,Ontario,Thunder Bay,
P7G,ON,Ontario,Thunder Bay,
P7J,ON,Ontario,Thunder Bay,
P7K,ON,Ontario,Thunder Bay,
P7L,ON,Ontario,Neebing,
P8N,ON,Ontario,Dryden,
P8T,ON,Ontario,Sioux Lookout,
P9A,ON,Ontario,Fort Frances,
P9N,ON,Ontario,Kenora,
C0B,PE,Prince Edward Island,Prince County,
C0A,PE,Prince Edward Island,Kings and Queens counties,
C0A,PE,Prince Edward Island,Montague,
C1A,PE,Prince Edward Island,Charlottetown,
C1B,PE,Prince Edward Island,Stratford,
C1C,PE,Prince Edward Island,Charlottetown,
C1E,PE,Prince Edward Island,Charlottetown,
C1N,PE,Prince Edward Island,Summerside,
G4W,QC,Quebec,Bas-Saint-Laurent,
G5H,QC,Quebec,Bas-Saint-Laurent,
G5J,QC,Quebec,Bas-Saint-Laurent,
G5L,QC,Quebec,Bas-Saint-Laurent,
G5M,QC,Quebec,Bas-Saint-Laurent,
G5N,QC,Quebec,Bas-Saint-Laurent,
G5R,QC,Quebec,Bas-Saint-Laurent,
G7P,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8B,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8C,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8E,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8H,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8J,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8K,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8L,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8M,QC,Quebec,Saguenay/Lac-Saint-Jean,
G8N,QC,Quebec,Saguenay/Lac-Saint-Jean,
G0A,QC,Quebec,Capitale-Nationale,
G1A,QC,Quebec,Capitale-Nationale,
G1J,QC,Quebec,Capitale-Nationale,
G1K,QC,Quebec,Capitale-Nationale,
G1L,QC,Quebec,Capitale-Nationale,
G1M,QC,Quebec,Capitale-Nationale,
G1N,QC,Quebec,Capitale-Nationale,
G1P,QC,Quebec,Capitale-Nationale,
G1R,QC,Quebec,Capitale-Nationale,
G1S,QC,Quebec,Capitale-Nationale,
G1T,QC,Quebec,Capitale-Nationale,
G2C,QC,Quebec,Capitale-Nationale,
G2E,QC,Quebec,Capitale-Nationale,
G2J,QC,Quebec,Capitale-Nationale,
G2K,QC,Quebec,Capitale-Nationale,
G3B,QC,Quebec,Capitale-Nationale,
G3C,QC,Quebec,Capitale-Nationale,
G3H,QC,Quebec,Capitale-Nationale,
G3M,QC,Quebec,Capitale-Nationale,
G3N,QC,Quebec,Capitale-Nationale,
G3S,QC,Quebec,Capitale-Nationale,
G3Z,QC,Quebec,Capitale-Nationale,
G4A,QC,Quebec,Capitale-Nationale,
G5A,QC,Quebec,Capitale-Nationale,
G0X,QC,Quebec,Mauricie,
G9X,QC,Quebec,Mauricie,
J5V,QC,Quebec,Mauricie,
J0B,QC,Quebec,Estrie,
J1S,QC,Quebec,Estrie,
J1T,QC,Quebec,Estrie,
J1X,QC,Quebec,Estrie,
H1B,QC,Quebec,Montreal,
H1G,QC,Quebec,Montreal,
H1H,QC,Quebec,Montreal,
H2Y,QC,Quebec,Montreal,
H2Z,QC,Quebec,Montreal,
H3A,QC,Quebec,Montreal,
H3B,QC,Quebec,Montreal,
H3G,QC,Quebec,Montreal,
H3H,QC,Quebec,Montreal,
H3X,QC,Quebec,Montréal,
H3Y,QC,Quebec,Montréal,
H3Z,QC,Quebec,Montréal,
H4W,QC,Quebec,Montréal,
H4X,QC,Quebec,Montreal,
H9J,QC,Quebec,Montréal,
H9P,QC,Quebec,Montréal,
H9R,QC,Quebec,Montréal,
H9W,QC,Quebec,Montréal,
J0X,QC,Quebec,Outaouais,
J8N,QC,Quebec,Outaouais,
J9B,QC,Quebec,Outaouais,
J9E,QC,Quebec,Outaouais,
J0Z,QC,Quebec,Abitibi-Témiscamingue,
J9P,QC,Quebec,Abitibi-Témiscamingue,
J9T,QC,Quebec,Abitibi-Témiscamingue,
J9V,QC,Quebec,Abitibi-Témiscamingue,
J9Z,QC,Quebec,Abitibi-Témiscamingue,
G0G,QC,Quebec,Côte-Nord,
G4S,QC,Quebec,Côte-Nord,
G5B,QC,Quebec,Côte-Nord,
G8P,QC,Quebec,Nord-du-Québec,
G4X,QC,Quebec,Gaspésie-Îles-de-la-Madeleine,
G5V,QC,Quebec,Chaudière-Appalaches,
G5X,QC,Quebec,Chaudière-Appalaches,
G5Y,QC,Quebec,Chaudière-Appalaches,
G5Z,QC,Quebec,Chaudière-Appalaches,
G6A,QC,Quebec,Chaudière-Appalaches,
G6E,QC,Quebec,Chaudière-Appalaches,
G6G,QC,Quebec,Chaudière-Appalaches,
G6V,QC,Quebec,Chaudière-Appalaches,
G6W,QC,Quebec,Chaudière-Appalaches,
G6Y,QC,Quebec,Chaudière-Appalaches,
H7N,QC,Quebec,Laval,
H7R,QC,Quebec,Laval,
J0K,QC,Quebec,Lanaudière,
J5M,QC,Quebec,Lanaudière,
J5T,QC,Quebec,Lanaudière,
J5X,QC,Quebec,Lanaudière,
J5Y,QC,Quebec,Lanaudière,
J5Z,QC,Quebec,Lanaudière,
J6A,QC,Quebec,Lanaudière,
J6V,QC,Quebec,Lanaudière,
J6W,QC,Quebec,Lanaudière,
J6X,QC,Quebec,Lanaudière,
J6Y,QC,Quebec,Lanaudière,
J7K,QC,Quebec,Lanaudière,
J7L,QC,Quebec,Lanaudière,
J0T,QC,Quebec,Laurentides,
J5K,QC,Quebec,Laurentides,
J5L,QC,Quebec,Laurentides,
J7E,QC,Quebec,Laurentides,
J7P,QC,Quebec,Laurentides,
J7R,QC,Quebec,Laurentides,
J7Y,QC,Quebec,Laurentides,
J7Z,QC,Quebec,Laurentides,
J8A,QC,Quebec,Laurentides,
J8B,QC,Quebec,Laurentides,
J8E,QC,Quebec,Laurentides,
J8H,QC,Quebec,Laurentides,
J9L,QC,Quebec,Laurentides,
J0J,QC,Quebec,Montérégie,
J0L,QC,Quebec,Montérégie,
J0S,QC,Quebec,Montérégie,
J2G,QC,Quebec,Montérégie,
J2H,QC,Quebec,Montérégie,
J2J,QC,Quebec,Montérégie,
J2K,QC,Quebec,Montérégie,
J2L,QC,Quebec,Montérégie,
J2M,QC,Quebec,Montérégie,
J2N,QC,Quebec,Montérégie,
J2R,QC,Quebec,Montérégie,
J2S,QC,Quebec,Montérégie,
J2T,QC,Quebec,Montérégie,
J2X,QC,Quebec,Montérégie,
J2Y,QC,Quebec,Montérégie,
J3A,QC,Quebec,Montérégie,
J3B,QC,Quebec,Montérégie,
J3E,QC,Quebec,Montérégie,
J3G,QC,Quebec,Montérégie,
J3L,QC,Quebec,Montérégie,
J3M,QC,Quebec,Montérégie,
J3X,QC,Quebec,Montérégie,
J4B,QC,Quebec,Montérégie,
J4P,QC,Quebec,Montérégie,
J4R,QC,Quebec,Montérégie,
J4S,QC,Quebec,Montérégie,
J4W,QC,Quebec,Montérégie,
J4X,QC,Quebec,Montérégie,
J4Y,QC,Quebec,Montérégie,
J4Z,QC,Quebec,Montérégie,
J5A,QC,Quebec,Montérégie,
J5B,QC,Quebec,Montérégie,
J5C,QC,Quebec,Montérégie,
J5R,QC,Quebec,Montérégie,
J6J,QC,Quebec,Montérégie,
J6K,QC,Quebec,Montérégie,
J6N,QC,Quebec,Montérégie,
J6R,QC,Quebec,Montérégie,
J6S,QC,Quebec,Montérégie,
J6T,QC,Quebec,Montérégie,
J7V,QC,Quebec,Montérégie,
G0P,QC,Quebec,Centre-du-Québec,
G0Z,QC,Quebec,Centre-du-Québec,
G6L,QC,Quebec,Centre-du-Québec,
G6P,QC,Quebec,Centre-du-Québec,
G6T,QC,Quebec,Centre-du-Québec,
J0A,QC,Quebec,Centre-du-Québec,
J0C,QC,Quebec,Centre-du-Québec,
J2A,QC,Quebec,Centre-du-Québec,
J2C,QC,Quebec,Centre-du-Québec,
J2E,QC,Quebec,Centre-du-Québec,
J3T,QC,Quebec,Centre-du-Québec,
G0B,QC,Quebec,Cap-aux-Meules,
G0C,QC,Quebec,Gaspésie-Sud,
G0E,QC,Quebec,Gaspésie-Nord,
G0H,QC,Quebec,Manicouagan,
G0J,QC,Quebec,Gaspésie-Ouest,
G0K,QC,Quebec,Bas-St-Laurent-Est,
G0L,QC,Quebec,Bas-St-Laurent-Ouest,
G0M,QC,Quebec,Région de,
G0N,QC,Quebec,Chaudière-Sud,
G0R,QC,Quebec,Appalaches,
G0S,QC,Quebec,Chaudière-Nord,
G0T,QC,Quebec,Le Fjord,
G0V,QC,Quebec,Saguenay-Lac-St-Jean,
G0W,QC,Quebec,Région de,
G0Y,QC,Quebec,L'Erable,
G1B,QC,Quebec,Beauport,
G1C,QC,Quebec,Beauport,
G1E,QC,Quebec,Beauport,
G1G,QC,Quebec,Jean-Talon Southeast,
G1H,QC,Quebec,Charlesbourg South,
G1V,QC,Quebec,Sainte-Foy,
G1W,QC,Quebec,Sainte-Foy,
G1X,QC,Quebec,Sainte-Foy,
G1Y,QC,Quebec,Cap-Rouge,
G2A,QC,Quebec,Loretteville,
G2B,QC,Quebec,Loretteville,
G2G,QC,Quebec,L'Ancienne-Lorette Southwest,
G2L,QC,Quebec,Charlesbourg North,
G2M,QC,Quebec,Jean-Talon,
G2N,QC,Quebec,Jean-Talon,
G3A,QC,Quebec,St-Augustin-De-Desmaures,
G3E,QC,Quebec,Saint-Émile,
G3G,QC,Quebec,Lac-Saint-Charles,
G3J,QC,Quebec,Val-Bélair,
G3K,QC,Quebec,Val-Bélair,
G3L,QC,Quebec,Saint-Raymond,
G4R,QC,Quebec,Sept-Îles Southeast,
G4T,QC,Quebec,Les Îles-De-La-Madeleine,
G4V,QC,Quebec,Sainte-Anne-Des-Monts,
G4Z,QC,Quebec,Baie-Comeau Northeast,
G5C,QC,Quebec,Baie-Comeau Southwest,
G5T,QC,Quebec,Degelis,
G6B,QC,Quebec,Lac-Megantic,
G6C,QC,Quebec,Pintendre,
G6H,QC,Quebec,Black Lake,
G6J,QC,Quebec,Saint-Etienne-De-Lauzon,
G6K,QC,Quebec,Saint-Redempteur,
G6R,QC,Quebec,Victoriaville,
G6S,QC,Quebec,Victoriaville,
G6X,QC,Quebec,Charny,
G6Z,QC,Quebec,Saint-Jean-Chrysostome,
G7A,QC,Quebec,Saint-Nicolas,
G7B,QC,Quebec,La Baie,
G7G,QC,Quebec,Chicoutimi,
G7H,QC,Quebec,Chicoutimi,
G7J,QC,Quebec,Chicoutimi,
G7K,QC,Quebec,Chicoutimi,
G7N,QC,Quebec,Laterrière,
G7S,QC,Quebec,Jonquière,
G7T,QC,Quebec,Jonquière,
G7X,QC,Quebec,Jonquière,
G7Y,QC,Quebec,Jonquière,
G7Z,QC,Quebec,Jonquière,
G8A,QC,Quebec,Jonquière West,
G8G,QC,Quebec,Métabetchouan-Lac-a-la-Croix,
G8T,QC,Quebec,Cap-de-la-Madeleine,
G8V,QC,Quebec,Cap-de-la-Madeleine,
G8W,QC,Quebec,Cap-de-la-Madeleine,
G8Y,QC,Quebec,Trois-Rivières,
G8Z,QC,Quebec,Trois-Rivières,
G9A,QC,Quebec,Trois-Rivières,
G9B,QC,Quebec,Trois-Rivières,
G9C,QC,Quebec,Trois-Rivières,
G9H,QC,Quebec,Becancour,
G9N,QC,Quebec,Shawinigan,
G9P,QC,Quebec,Shawinigan,
G9R,QC,Quebec,Shawinigan,
G9T,QC,Quebec,Grand-Mère,
H0H,QC,Quebec,Reserved,
H0M,QC,Quebec,Akwesasne Region,
H1A,QC,Quebec,Pointe-Aux-Trembles,
H1C,QC,Quebec,Rivière-des-Prairies Northeast,
H1E,QC,Quebec,Rivière-Des-Prairies Southwest,
H1J,QC,Quebec,Anjou,
H1K,QC,Quebec,Anjou,
H1L,QC,Quebec,Mercier,
H1M,QC,Quebec,Mercier,
H1N,QC,Quebec,Mercier,
H1P,QC,Quebec,Saint-Léonard,
H1R,QC,Quebec,Saint-Léonard,
H1S,QC,Quebec,Saint-Léonard,
H1T,QC,Quebec,Rosemont,
H1V,QC,Quebec,Maisonneuve,
H1W,QC,Quebec,Hochelaga,
H1X,QC,Quebec,Rosemont,
H1Y,QC,Quebec,Rosemont,
H1Z,QC,Quebec,Saint-Michel West,
H2A,QC,Quebec,Saint-Michel East,
H2B,QC,Quebec,Ahuntsic,
H2C,QC,Quebec,Ahuntsic,
H2E,QC,Quebec,Villeray,
H2G,QC,Quebec,Petite-Patrie,
H2H,QC,Quebec,Plateau Mont-Royal,
H2J,QC,Quebec,Plateau Mont-Royal,
H2K,QC,Quebec,Centre-Sud North,
H2L,QC,Quebec,Centre-Sud South,
H2M,QC,Quebec,Ahuntsic,
H2N,QC,Quebec,Ahuntsic,
H2P,QC,Quebec,Villeray,
H2R,QC,Quebec,Villeray,
H2S,QC,Quebec,Petite-Patrie,
H2T,QC,Quebec,Plateau Mont-Royal,
H2V,QC,Quebec,Outremont,
H2W,QC,Quebec,Plateau Mont-Royal,
H2X,QC,Quebec,Plateau Mont-Royal,
H3C,QC,Quebec,Griffintown,
H3E,QC,Quebec,L'Île-Des-Soeurs,
H3J,QC,Quebec,Petite-Bourgogne,
H3K,QC,Quebec,Pointe-Saint-Charles,
H3L,QC,Quebec,Ahuntsic Southwest,
H3M,QC,Quebec,Cartierville Northeast,
H3N,QC,Quebec,Parc-Extension,
H3P,QC,Quebec,Mount Royal,
H3R,QC,Quebec,Mount Royal,
H3S,QC,Quebec,Côte-des-Neiges,
H3T,QC,Quebec,Côte-des-Neiges,
H3V,QC,Quebec,Côte-des-Neiges,
H3W,QC,Quebec,Côte-des-Neiges,
H4A,QC,Quebec,Notre-Dame-de-Grâce,
H4B,QC,Quebec,Notre-Dame-de-Grâce,
H4C,QC,Quebec,Saint-Henri,
H4E,QC,Quebec,Ville Émard,
H4G,QC,Quebec,Verdun,
H4H,QC,Quebec,Verdun,
H4J,QC,Quebec,Cartierville,
H4K,QC,Quebec,Cartierville,
H4L,QC,Quebec,Saint-Laurent,
H4M,QC,Quebec,Saint-Laurent,
H4N,QC,Quebec,Saint-Laurent,
H4P,QC,Quebec,Mount Royal South,
H4R,QC,Quebec,Saint-Laurent,
H4S,QC,Quebec,Saint-Laurent,
H4T,QC,Quebec,Saint-Laurent,
H4V,QC,Quebec,Côte-Saint-Luc East,
H4Y,QC,Quebec,Dorval Central,
H4Z,QC,Quebec,Tour de la Bourse,
H5A,QC,Quebec,Place,
H5B,QC,Quebec,Place,
H7A,QC,Quebec,Duvernay-Est,
H7B,QC,Quebec,Saint-Franþois,
H7C,QC,Quebec,Saint-Vincent-de-Paul,
H7E,QC,Quebec,Duvernay,
H7G,QC,Quebec,Pont-Viau,
H7H,QC,Quebec,Auteuil,
H7J,QC,Quebec,Auteuil,
H7K,QC,Quebec,Auteuil,
H7L,QC,Quebec,Sainte-Rose,
H7M,QC,Quebec,Vimont,
H7P,QC,Quebec,Fabreville,
H7S,QC,Quebec,Chomedey,
H7T,QC,Quebec,Chomedey,
H7V,QC,Quebec,Chomedey,
H7W,QC,Quebec,Chomedey,
H7X,QC,Quebec,Sainte-Dorothée,
H7Y,QC,Quebec,Îles-Laval,
H8N,QC,Quebec,LaSalle,
H8P,QC,Quebec,LaSalle,
H8R,QC,Quebec,Saint-Pierre,
H8S,QC,Quebec,Lachine,
H8T,QC,Quebec,Lachine,
H8Y,QC,Quebec,Roxboro,
H8Z,QC,Quebec,Pierrefonds,
H9A,QC,Quebec,Dollard-Des-Ormeaux,
H9B,QC,Quebec,Dollard-Des-Ormeaux,
H9C,QC,Quebec,L'Île Bizard Northeast,
H9E,QC,Quebec,L'Île-Bizard Southwest,
H9G,QC,Quebec,Dollard-Des-Ormeaux,
H9H,QC,Quebec,Sainte-Geneviève,
H9K,QC,Quebec,Senneville,
H9S,QC,Quebec,L'Île-Dorval,
H9X,QC,Quebec,Sainte-Anne-De-Bellevue,
J0E,QC,Quebec,Estrie-Ouest,
J0G,QC,Quebec,Bois-Francs-Nord,
J0H,QC,Quebec,Bois-Francs-Sud,
J0M,QC,Quebec,Nunavik,
J0N,QC,Quebec,Région d'Oka,
J0P,QC,Quebec,Vaudreuil-Soulanges,
J0R,QC,Quebec,Lanaudière-Sud,
J0V,QC,Quebec,Laurentides-Sud,
J0W,QC,Quebec,Outaouais-Nord,
J0Y,QC,Quebec,Abitibi-Témiscamingue-Est,
J1A,QC,Quebec,Coaticook,
J1C,QC,Quebec,Bromptonville,
J1E,QC,Quebec,Sherbrooke,
J1G,QC,Quebec,Sherbrooke,
J1H,QC,Quebec,Sherbrooke,
J1J,QC,Quebec,Sherbrooke,
J1K,QC,Quebec,Sherbrooke,
J1L,QC,Quebec,Sherbrooke,
J1M,QC,Quebec,Sherbrooke,
J1N,QC,Quebec,Rock Forest,
J1R,QC,Quebec,Saint-Élie-d'Orford,
J1Z,QC,Quebec,Saint-Cyrille-De-Wendover,
J2B,QC,Quebec,Drummondville South,
J2W,QC,Quebec,Saint-Luc,
J3H,QC,Quebec,Beloeil East,
J3N,QC,Quebec,Saint-Basile-Le-Grand,
J3P,QC,Quebec,Sorel,
J3R,QC,Quebec,Sorel,
J3V,QC,Quebec,Saint-Bruno,
J3Y,QC,Quebec,Saint-Hubert,
J3Z,QC,Quebec,Saint-Hubert,
J4G,QC,Quebec,Longueuil,
J4H,QC,Quebec,Longueuil,
J4J,QC,Quebec,Longueuil,
J4K,QC,Quebec,Longueuil,
J4L,QC,Quebec,Longueuil,
J4M,QC,Quebec,Longueuil,
J4N,QC,Quebec,Longueuil,
J4T,QC,Quebec,Saint-Hubert West,
J4V,QC,Quebec,Greenfield Park,
J5J,QC,Quebec,Saint-Sophie,
J5W,QC,Quebec,L'Assomption,
J6E,QC,Quebec,Joliette,
J6Z,QC,Quebec,Sainte-Thérèse-de-Blainville Northeast,
J7A,QC,Quebec,Sainte-Thérèse-de-Blainville,
J7B,QC,Quebec,Sainte-Thérèse-de-Blainville,
J7C,QC,Quebec,Sainte-Thérèse-de-Blainville,
J7G,QC,Quebec,Sainte-Thérèse-de-Blainville,
J7H,QC,Quebec,Sainte-Thérèse-de-Blainville,
J7J,QC,Quebec,Mirabel,
J7M,QC,Quebec,La Plaine,
J7N,QC,Quebec,Mirabel,
J7T,QC,Quebec,Vaudreuil-Dorion RCM,
J7W,QC,Quebec,Pincourt,
J7X,QC,Quebec,Valleyfield,
J8C,QC,Quebec,Sainte-Agathe-Des-Monts,
J8G,QC,Quebec,Chatham,
J8L,QC,Quebec,Buckingham,
J8M,QC,Quebec,Masson-Angers,
J8P,QC,Quebec,Gatineau,
J8R,QC,Quebec,Gatineau,
J8T,QC,Quebec,Gatineau,
J8V,QC,Quebec,Gatineau,
J8X,QC,Quebec,Hull,
J8Y,QC,Quebec,Hull,
J8Z,QC,Quebec,Hull,
J9A,QC,Quebec,Hull Southwest,
J9H,QC,Quebec,Aylmer,
J9J,QC,Quebec,Aylmer,
J9X,QC,Quebec,Rouyn-Noranda,
J9Y,QC,Quebec,Rouyn-Noranda,
S0A,SK,Saskatchewan,Yorkton Region,
S0C,SK,Saskatchewan,Southeastern Saskatchewan,
S0E,SK,Saskatchewan,Eastern Saskatchewan,
S0G,SK,Saskatchewan,South Central Saskatchewan,
S0H,SK,Saskatchewan,Southern Saskatchewan,
S0J,SK,Saskatchewan,Northern Saskatchewan,
S0K,SK,Saskatchewan,Central Saskatchewan,
S0L,SK,Saskatchewan,Western Saskatchewan,
S0M,SK,Saskatchewan,Northwestern Saskatchewan,
S0N,SK,Saskatchewan,Southwestern Saskatchewan,
S0P,SK,Saskatchewan,Northeastern Saskatchewan,
S2V,SK,Saskatchewan,Buena Vista,
S3N,SK,Saskatchewan,Yorkton,
S4A,SK,Saskatchewan,Estevan,
S4H,SK,Saskatchewan,Weyburn,
S4K,SK,Saskatchewan,Rm Of Sherwood,
S4L,SK,Saskatchewan,Regina,
S4M,SK,Saskatchewan,Regina,
S4N,SK,Saskatchewan,Regina,
S4P,SK,Saskatchewan,Regina,
S4R,SK,Saskatchewan,Regina,
S4S,SK,Saskatchewan,Regina,
S4T,SK,Saskatchewan,Regina,
S4V,SK,Saskatchewan,Regina,
S4W,SK,Saskatchewan,Regina,
S4X,SK,Saskatchewan,Regina,
S4Y,SK,Saskatchewan,Regina,
S4Z,SK,Saskatchewan,Regina,
S6H,SK,Saskatchewan,Moose Jaw,
S6J,SK,Saskatchewan,Moose Jaw,
S6K,SK,Saskatchewan,Moose Jaw,
S6V,SK,Saskatchewan,Prince Albert,
S6W,SK,Saskatchewan,Prince Albert,
S6X,SK,Saskatchewan,Prince Albert,
S7H,SK,Saskatchewan,Saskatoon,
S7J,SK,Saskatchewan,Saskatoon,
S7K,SK,Saskatchewan,Saskatoon,
S7L,SK,Saskatchewan,Saskatoon,
S7M,SK,Saskatchewan,Saskatoon,
S7N,SK,Saskatchewan,Saskatoon,
S7P,SK,Saskatchewan,Saskatoon,
S7R,SK,Saskatchewan,Saskatoon,
S7S,SK,Saskatchewan,Saskatoon,
S7T,SK,Saskatchewan,Saskatoon,
S7V,SK,Saskatchewan,Saskatoon,
S7W,SK,Saskatchewan,Saskatoon,
S9A,SK,Saskatchewan,North Battleford,
S9H,SK,Saskatchewan,Swift Current,
S9V,SK,Saskatchewan,Lloydminster,
S9X,SK,Saskatchewan,Meadow Lake,
Y0A,YT,Yukon,Southeastern Yukon,
Y0B,YT,Yukon,Central Yukon,
Y1A,YT,Yukon,Whitehorse,
